row  column  (images_1.edf S-K*images_1.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  0
0  3  0
0  4  0
0  5  0
0  6  0
0  7  0
0  8  0
0  9  0
0  10  0
0  11  0
0  12  0
0  13  0
0  14  0
0  15  0
0  16  0
0  17  0
0  18  0
0  19  0
0  20  0
0  21  0
0  22  0
0  23  0
0  24  0
0  25  0
0  26  0
0  27  0
0  28  0
0  29  0
0  30  0
0  31  0
0  32  0
0  33  0
0  34  0
0  35  0
0  36  0
0  37  0
0  38  0
0  39  0
0  40  0
0  41  0
0  42  0
0  43  0
0  44  0
0  45  0
0  46  0
0  47  0
0  48  0
0  49  0
0  50  0
1  0  0
1  1  0
1  2  0
1  3  0
1  4  0
1  5  0
1  6  0
1  7  0
1  8  0
1  9  0
1  10  0
1  11  0
1  12  0
1  13  0
1  14  0
1  15  0
1  16  0
1  17  0
1  18  0
1  19  0
1  20  0
1  21  0
1  22  0
1  23  0
1  24  0
1  25  0
1  26  0
1  27  0
1  28  0
1  29  0
1  30  0
1  31  0
1  32  0
1  33  0
1  34  0
1  35  0
1  36  0
1  37  0
1  38  0
1  39  0
1  40  0
1  41  0
1  42  0
1  43  0
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  0
1  50  0
2  0  0
2  1  0
2  2  0
2  3  0
2  4  0
2  5  0
2  6  0
2  7  0
2  8  0
2  9  0
2  10  0
2  11  0
2  12  0
2  13  0
2  14  0
2  15  0
2  16  0
2  17  0
2  18  0
2  19  0
2  20  0
2  21  0
2  22  0
2  23  0
2  24  0
2  25  0
2  26  0
2  27  0
2  28  0
2  29  0
2  30  0
2  31  0
2  32  0
2  33  0
2  34  0
2  35  0
2  36  0
2  37  0
2  38  0
2  39  0
2  40  0
2  41  0
2  42  0
2  43  0
2  44  0
2  45  0
2  46  0
2  47  0
2  48  0
2  49  0
2  50  0
3  0  0
3  1  0
3  2  0
3  3  0
3  4  0
3  5  0
3  6  0
3  7  0
3  8  0
3  9  0
3  10  0
3  11  0
3  12  0
3  13  0
3  14  0
3  15  0
3  16  0
3  17  0
3  18  0
3  19  0
3  20  0
3  21  0
3  22  0
3  23  0
3  24  0
3  25  0
3  26  0
3  27  0
3  28  0
3  29  0
3  30  0
3  31  0
3  32  0
3  33  0
3  34  0
3  35  0
3  36  0
3  37  0
3  38  0
3  39  0
3  40  0
3  41  0
3  42  0
3  43  0
3  44  0
3  45  0
3  46  0
3  47  0
3  48  0
3  49  0
3  50  0
4  0  0
4  1  0
4  2  0
4  3  0
4  4  0
4  5  0
4  6  0
4  7  0
4  8  0
4  9  0
4  10  0
4  11  0
4  12  0
4  13  0
4  14  0
4  15  0
4  16  0
4  17  0
4  18  0
4  19  0
4  20  0
4  21  0
4  22  0
4  23  0
4  24  0
4  25  0
4  26  0
4  27  0
4  28  0
4  29  0
4  30  0
4  31  0
4  32  0
4  33  0
4  34  0
4  35  0
4  36  0
4  37  0
4  38  0
4  39  0
4  40  0
4  41  0
4  42  0
4  43  0
4  44  0
4  45  0
4  46  0
4  47  0
4  48  0
4  49  0
4  50  0
5  0  0
5  1  0
5  2  0
5  3  0
5  4  0
5  5  0
5  6  0
5  7  0
5  8  0
5  9  0
5  10  0
5  11  0
5  12  0
5  13  0
5  14  0
5  15  0
5  16  0
5  17  0
5  18  0
5  19  0
5  20  0
5  21  0
5  22  0
5  23  0
5  24  0
5  25  0
5  26  0
5  27  0
5  28  0
5  29  0
5  30  0
5  31  0
5  32  0
5  33  0
5  34  0
5  35  0
5  36  0
5  37  0
5  38  0
5  39  0
5  40  0
5  41  0
5  42  0
5  43  0
5  44  0
5  45  0
5  46  0
5  47  0
5  48  0
5  49  0
5  50  0
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  0
6  14  0
6  15  0
6  16  0
6  17  0
6  18  0
6  19  0
6  20  0
6  21  0
6  22  0
6  23  0
6  24  0
6  25  0
6  26  0
6  27  0
6  28  0
6  29  0
6  30  0
6  31  0
6  32  0
6  33  0
6  34  0
6  35  0
6  36  0
6  37  0
6  38  0
6  39  0
6  40  0
6  41  0
6  42  0
6  43  0
6  44  0
6  45  0
6  46  0
6  47  0
6  48  0
6  49  0
6  50  0
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  0
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  0
7  16  0
7  17  0
7  18  0
7  19  0
7  20  0
7  21  0
7  22  0
7  23  0
7  24  0
7  25  0
7  26  0
7  27  0
7  28  0
7  29  0
7  30  0
7  31  0
7  32  0
7  33  0
7  34  0
7  35  0
7  36  0
7  37  0
7  38  0
7  39  0
7  40  0
7  41  0
7  42  0
7  43  0
7  44  0
7  45  0
7  46  0
7  47  0
7  48  0
7  49  0
7  50  0
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  0
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  0
8  13  0
8  14  0
8  15  0
8  16  0
8  17  0
8  18  0
8  19  0
8  20  0
8  21  0
8  22  0
8  23  0
8  24  0
8  25  0
8  26  0
8  27  0
8  28  0
8  29  0
8  30  0
8  31  0
8  32  0
8  33  0
8  34  0
8  35  0
8  36  0
8  37  0
8  38  0
8  39  0
8  40  0
8  41  0
8  42  0
8  43  0
8  44  0
8  45  0
8  46  0
8  47  0
8  48  0
8  49  0
8  50  0
9  0  0
9  1  0
9  2  0
9  3  0
9  4  0
9  5  0
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  0
9  12  0
9  13  0
9  14  0
9  15  0
9  16  0
9  17  0
9  18  0
9  19  0
9  20  0
9  21  0
9  22  0
9  23  0
9  24  0
9  25  0
9  26  0
9  27  0
9  28  0
9  29  0
9  30  0
9  31  0
9  32  0
9  33  0
9  34  0
9  35  0
9  36  0
9  37  0
9  38  0
9  39  0
9  40  0
9  41  0
9  42  0
9  43  0
9  44  0
9  45  0
9  46  0
9  47  0
9  48  0
9  49  0
9  50  0
10  0  0
10  1  0
10  2  0
10  3  0
10  4  0
10  5  0
10  6  0
10  7  0
10  8  0
10  9  0
10  10  0
10  11  0
10  12  0
10  13  0
10  14  0
10  15  0
10  16  0
10  17  0
10  18  0
10  19  0
10  20  0
10  21  0
10  22  0
10  23  0
10  24  0
10  25  0
10  26  0
10  27  0
10  28  0
10  29  0
10  30  0
10  31  0
10  32  0
10  33  0
10  34  0
10  35  0
10  36  0
10  37  0
10  38  0
10  39  0
10  40  0
10  41  0
10  42  0
10  43  0
10  44  0
10  45  0
10  46  0
10  47  0
10  48  0
10  49  0
10  50  0
11  0  0
11  1  0
11  2  0
11  3  0
11  4  0
11  5  0
11  6  0
11  7  0
11  8  0
11  9  0
11  10  0
11  11  0
11  12  0
11  13  0
11  14  0
11  15  0
11  16  0
11  17  0
11  18  0
11  19  0
11  20  0
11  21  0
11  22  0
11  23  0
11  24  0
11  25  0
11  26  0
11  27  0
11  28  0
11  29  0
11  30  0
11  31  0
11  32  0
11  33  0
11  34  0
11  35  0
11  36  0
11  37  0
11  38  0
11  39  0
11  40  0
11  41  0
11  42  0
11  43  0
11  44  0
11  45  0
11  46  0
11  47  0
11  48  0
11  49  0
11  50  0
12  0  0
12  1  0
12  2  0
12  3  0
12  4  0
12  5  0
