row  column  (images_25_2_757.edf K-K*images_25_2_757.edf Ar-K**2.3)
43  7  3.71303e+07
43  8  0
43  9  0
43  10  2.32818e+07
43  11  0
43  12  0
43  13  0
43  14  0
43  15  0
43  16  2.39372e+07
43  17  0
43  18  1.9901e+07
43  19  3.71706e+07
43  20  0
43  21  2.05889e+07
43  22  1.82619e+06
43  23  0
43  24  0
43  25  0
43  26  0
43  27  0
43  28  0
43  29  0
43  30  0
43  31  4.70781e+07
43  32  2.37924e+07
43  33  1.90246e+07
43  34  0
43  35  4.92007e+07
43  36  2.52476e+07
43  37  1.76655e+07
43  38  1.98537e+07
43  39  2.60671e+07
43  40  2.49911e+07
43  41  1.82343e+07
43  42  2.33313e+07
43  43  3.31828e+07
43  44  1.8772e+07
43  45  0
43  46  0
43  47  0
43  48  4.2925e+07
43  49  0
43  50  2.30738e+07
44  0  3.47677e+07
44  1  5.84229e+07
44  2  5.36873e+07
44  3  1.69554e+07
44  4  3.57542e+07
44  5  5.12385e+07
44  6  3.29987e+07
44  7  3.16729e+07
44  8  3.00944e+07
44  9  2.21696e+07
44  10  5.3495e+07
44  11  0
44  12  0
44  13  0
44  14  0
44  15  0
44  16  0
44  17  2.14358e+07
44  18  2.82686e+07
44  19  0
44  20  0
44  21  0
44  22  4.03454e+07
44  23  3.07241e+07
44  24  1.96646e+07
44  25  0
44  26  0
44  27  2.69684e+07
44  28  1.99428e+07
44  29  3.38323e+07
44  30  5.55347e+07
44  31  4.65719e+07
44  32  3.80367e+07
44  33  4.42498e+07
44  34  4.40158e+07
44  35  5.59841e+07
44  36  3.13244e+07
44  37  3.8061e+07
44  38  3.1998e+07
44  39  2.91239e+07
44  40  2.79617e+07
44  41  0
44  42  2.7523e+07
44  43  5.8888e+07
44  44  3.57321e+07
44  45  1.78268e+07
44  46  2.27746e+07
44  47  1.46179e+07
44  48  5.48429e+07
44  49  0
44  50  3.05112e+07
45  0  4.89729e+07
45  1  6.31856e+07
45  2  4.21103e+07
45  3  4.83677e+07
45  4  2.63856e+07
45  5  2.46287e+07
45  6  2.55435e+07
45  7  3.94219e+07
45  8  2.20291e+07
45  9  3.01186e+07
45  10  1.59179e+07
45  11  0
45  12  0
45  13  2.27965e+06
45  14  0
45  15  0
45  16  0
45  17  2.90065e+07
45  18  2.39778e+07
45  19  2.59687e+07
45  20  2.56154e+07
45  21  0
45  22  1.86048e+07
45  23  1.80581e+07
45  24  2.6372e+07
45  25  0
45  26  1.7669e+07
45  27  0
45  28  0
45  29  2.99593e+07
45  30  1.71326e+07
45  31  3.75543e+07
45  32  7.88778e+07
45  33  3.22278e+07
45  34  4.66215e+07
45  35  6.59599e+07
45  36  4.38136e+07
45  37  2.41107e+07
45  38  3.83587e+07
45  39  4.89604e+07
45  40  4.59304e+07
45  41  3.28161e+07
45  42  4.61727e+07
45  43  2.46869e+07
45  44  2.15344e+07
45  45  1.86848e+07
45  46  2.23496e+07
45  47  0
45  48  3.36754e+07
45  49  3.21017e+07
45  50  0
46  0  8.40816e+07
46  1  7.01804e+07
46  2  8.42146e+07
46  3  5.99887e+07
46  4  3.80021e+07
46  5  1.97473e+07
46  6  4.89614e+07
46  7  4.54049e+07
46  8  4.26074e+07
46  9  0
46  10  0
46  11  0
46  12  0
46  13  0
46  14  0
46  15  0
46  16  2.94528e+07
46  17  0
46  18  0
46  19  2.08545e+07
46  20  2.89898e+07
46  21  2.59426e+07
46  22  0
46  23  0
46  24  0
46  25  0
46  26  3.38627e+07
46  27  1.48357e+07
46  28  3.33186e+07
46  29  2.8155e+07
46  30  3.42367e+07
46  31  5.69694e+07
46  32  6.01323e+07
46  33  3.7791e+07
46  34  6.78624e+07
46  35  5.75585e+07
46  36  5.75191e+07
46  37  4.30475e+07
46  38  4.70382e+07
46  39  5.542e+07
46  40  2.84786e+07
46  41  3.861e+07
46  42  4.80927e+07
46  43  6.14912e+07
46  44  5.80585e+07
46  45  2.51684e+07
46  46  4.3357e+07
46  47  3.40424e+07
46  48  7.15491e+07
46  49  3.91551e+07
46  50  4.07675e+07
47  0  6.26436e+07
47  1  1.02466e+08
47  2  9.7774e+07
47  3  6.99482e+07
47  4  6.15507e+07
47  5  3.55605e+07
47  6  3.44492e+07
47  7  4.59498e+07
47  8  2.56726e+07
47  9  2.0174e+07
47  10  0
47  11  0
47  12  0
47  13  0
47  14  0
47  15  1.84559e+07
47  16  2.32508e+07
47  17  3.67732e+07
47  18  3.6276e+07
47  19  4.03594e+07
47  20  2.93951e+07
47  21  2.54411e+07
47  22  2.62631e+07
47  23  2.90456e+07
47  24  0
47  25  2.11361e+07
47  26  3.53268e+07
47  27  3.9066e+07
47  28  5.87734e+07
47  29  4.56442e+07
47  30  3.27802e+07
47  31  6.06263e+07
47  32  5.6432e+07
47  33  5.07802e+07
47  34  6.95226e+07
47  35  9.20105e+07
47  36  8.10986e+07
47  37  6.53726e+07
47  38  4.07703e+07
47  39  3.95591e+07
47  40  5.95499e+07
47  41  7.39327e+07
47  42  6.69287e+07
47  43  5.90224e+07
47  44  5.69312e+07
47  45  3.8928e+07
47  46  4.6851e+07
47  47  3.89109e+07
47  48  6.39405e+07
47  49  3.04408e+07
47  50  3.3571e+07
48  0  1.28813e+08
48  1  1.16801e+08
48  2  1.01242e+08
48  3  1.03928e+08
48  4  6.65656e+07
48  5  4.75163e+07
48  6  3.30407e+07
48  7  3.95452e+07
48  8  4.04588e+07
48  9  3.19129e+07
48  10  0
48  11  0
48  12  0
48  13  0
48  14  0
48  15  2.82609e+07
48  16  3.49719e+07
48  17  1.92337e+07
48  18  2.5244e+07
48  19  7.93486e+07
48  20  2.66447e+07
48  21  0
48  22  2.09899e+07
48  23  0
48  24  3.27886e+07
48  25  9.95026e+06
48  26  3.981e+07
48  27  1.14236e+07
48  28  2.89414e+07
48  29  4.73618e+07
48  30  2.66849e+07
48  31  7.90444e+07
48  32  5.78865e+07
48  33  5.71635e+07
48  34  9.51599e+07
48  35  8.56024e+07
48  36  7.40903e+07
48  37  6.06666e+07
48  38  4.85712e+07
48  39  5.2731e+07
48  40  5.85949e+07
48  41  4.91789e+07
48  42  5.39367e+07
48  43  8.47794e+07
48  44  5.13884e+07
48  45  5.73092e+07
48  46  4.43012e+07
48  47  5.80565e+07
48  48  6.07205e+07
48  49  3.65183e+07
48  50  4.45312e+07
49  0  1.22794e+08
49  1  1.56139e+08
49  2  1.43188e+08
49  3  8.78201e+07
49  4  4.47885e+07
49  5  3.86709e+07
49  6  5.64513e+07
49  7  4.17861e+07
49  8  3.51551e+07
49  9  3.26283e+07
49  10  1.84757e+07
49  11  2.72299e+07
49  12  0
49  13  0
49  14  2.09392e+07
49  15  0
49  16  2.30912e+07
49  17  1.03375e+07
49  18  4.68547e+07
49  19  6.13042e+07
49  20  4.57203e+07
49  21  2.87052e+07
49  22  0
49  23  2.42567e+07
49  24  1.98749e+07
49  25  2.40234e+07
49  26  3.81166e+07
49  27  4.45958e+07
49  28  3.73039e+07
49  29  4.27038e+07
49  30  2.8937e+07
49  31  8.36077e+07
49  32  6.74812e+07
49  33  6.70185e+07
49  34  7.65039e+07
49  35  6.96164e+07
49  36  9.95317e+07
49  37  6.82927e+07
49  38  5.90398e+07
49  39  4.51131e+07
49  40  4.59435e+07
49  41  5.38407e+07
49  42  6.37063e+07
49  43  4.14998e+07
49  44  4.09121e+07
49  45  5.49952e+07
49  46  5.16028e+07
49  47  5.33841e+07
49  48  9.41499e+07
49  49  5.2419e+07
49  50  5.24265e+07
50  0  1.23522e+08
50  1  1.64072e+08
50  2  1.2928e+08
50  3  1.08258e+08
50  4  7.48195e+07
50  5  6.34177e+07
50  6  5.43937e+07
50  7  4.71202e+07
50  8  4.61386e+07
50  9  4.54766e+07
50  10  1.76971e+07
50  11  1.86352e+07
50  12  2.22577e+07
50  13  0
50  14  0
50  15  0
50  16  0
50  17  3.43058e+07
50  18  4.17117e+07
50  19  4.62552e+07
50  20  6.03016e+07
50  21  6.27083e+07
50  22  0
50  23  1.97875e+07
50  24  2.70941e+07
50  25  0
50  26  2.98484e+07
50  27  5.20693e+07
50  28  6.52348e+07
50  29  4.13759e+07
50  30  3.90374e+07
50  31  5.64778e+07
50  32  7.74807e+07
50  33  8.04864e+07
50  34  8.6817e+07
50  35  8.66237e+07
50  36  8.55733e+07
50  37  8.09988e+07
50  38  6.73095e+07
50  39  6.6505e+07
50  40  5.03667e+07
50  41  5.43157e+07
50  42  7.13568e+07
50  43  6.38189e+07
50  44  7.55938e+07
50  45  7.1966e+07
50  46  8.29144e+07
50  47  4.15888e+07
50  48  6.8335e+07
50  49  8.84571e+07
50  50  4.02671e+07

