row  column  (images_10_7176.edf P_K*images_10_7176.edf Ar_K**2.3)
14  98  0
14  99  2.32931e+06
14  100  0
15  0  0
15  1  0
15  2  0
15  3  0
15  4  0
15  5  0
15  6  0
15  7  0
15  8  0
15  9  0
15  10  0
15  11  0
15  12  0
15  13  0
15  14  0
15  15  0
15  16  0
15  17  0
15  18  0
15  19  0
15  20  0
15  21  0
15  22  0
15  23  0
15  24  0
15  25  0
15  26  0
15  27  0
15  28  0
15  29  0
15  30  0
15  31  0
15  32  0
15  33  0
15  34  1.02009e+06
15  35  0
15  36  0
15  37  1.14476e+06
15  38  53545.9
15  39  4.6616e+06
15  40  1.05694e+06
15  41  4.38355e+06
15  42  4.1106e+06
15  43  4.67246e+06
15  44  0
15  45  989401
15  46  2.75509e+06
15  47  1.29891e+06
15  48  6.34651e+06
15  49  5.22485e+06
15  50  3.95852e+06
15  51  7.1001e+06
15  52  1.08594e+07
15  53  7.41892e+06
15  54  1.84539e+07
15  55  1.04989e+07
15  56  9.01349e+06
15  57  4.47174e+06
15  58  2.59535e+06
15  59  6.24812e+06
15  60  8.6705e+06
15  61  5.62583e+06
15  62  9.72962e+06
15  63  1.01154e+07
15  64  7.28943e+06
15  65  6.94896e+06
15  66  1.11836e+07
15  67  3.65768e+06
15  68  0
15  69  3.86919e+06
15  70  4.43689e+06
15  71  8.98423e+06
15  72  9.78482e+06
15  73  0
15  74  4.88274e+06
15  75  4.02163e+06
15  76  2.40688e+06
15  77  1.05377e+07
15  78  3.93166e+06
15  79  4.41595e+06
15  80  7.61057e+06
15  81  6.93884e+06
15  82  1.09489e+07
15  83  1.03914e+07
15  84  1.97509e+06
15  85  1.75774e+07
15  86  1.18748e+07
15  87  4.74081e+06
15  88  9.04471e+06
15  89  0
15  90  1.85119e+06
15  91  0
15  92  0
15  93  0
15  94  0
15  95  2.05131e+06
15  96  0
15  97  0
15  98  4.96651e+06
15  99  1.45424e+06
15  100  7.49728e+06
16  0  0
16  1  0
16  2  0
16  3  0
16  4  0
16  5  0
16  6  0
16  7  0
16  8  0
16  9  0
16  10  0
16  11  0
16  12  0
16  13  0
16  14  0
16  15  0
16  16  0
16  17  0
16  18  0
16  19  0
16  20  0
16  21  0
16  22  0
16  23  0
16  24  0
16  25  0
16  26  0
16  27  0
16  28  0
16  29  0
16  30  0
16  31  0
16  32  0
16  33  0
16  34  0
16  35  0
16  36  0
16  37  0
16  38  0
16  39  0
16  40  4.3076e+06
16  41  846322
16  42  1.93232e+06
16  43  0
16  44  8.36086e+06
16  45  4.87203e+06
16  46  5.98051e+06
16  47  5.58207e+06
16  48  4.42753e+06
16  49  9.13401e+06
16  50  6.83334e+06
16  51  1.27015e+07
16  52  1.2877e+07
16  53  7.61363e+06
16  54  1.11681e+07
16  55  6.50021e+06
16  56  9.9107e+06
16  57  5.34743e+06
16  58  7.28376e+06
16  59  1.32085e+07
16  60  1.24793e+07
16  61  8.2264e+06
16  62  1.27554e+07
16  63  4.20638e+06
16  64  5.16556e+06
16  65  8.99261e+06
16  66  1.1385e+07
16  67  0
16  68  5.67524e+06
16  69  455427
16  70  1.98492e+06
16  71  7.50188e+06
16  72  3.57274e+06
16  73  1.08945e+07
16  74  3.87938e+06
16  75  7.06991e+06
16  76  1.79716e+06
16  77  7.08408e+06
16  78  7.03583e+06
16  79  5.25427e+06
16  80  3.78793e+06
16  81  1.19823e+07
16  82  9.13662e+06
16  83  1.27847e+07
16  84  9.15658e+06
16  85  7.60227e+06
16  86  7.34521e+06
16  87  2.49531e+06
16  88  2.77654e+06
16  89  7.04977e+06
16  90  0
16  91  0
16  92  2.30345e+06
16  93  0
16  94  0
16  95  0
16  96  0
16  97  0
16  98  1.32972e+07
16  99  0
16  100  6.2946e+06
17  0  0
17  1  0
17  2  0
17  3  0
17  4  0
17  5  0
17  6  0
17  7  0
17  8  0
17  9  0
17  10  0
17  11  0
17  12  0
17  13  0
17  14  0
17  15  0
17  16  0
17  17  0
17  18  0
17  19  0
17  20  0
17  21  0
17  22  0
17  23  0
17  24  0
17  25  0
17  26  0
17  27  0
17  28  0
17  29  0
17  30  0
17  31  0
17  32  0
17  33  0
17  34  0
17  35  0
17  36  0
17  37  1.24316e+06
17  38  0
17  39  960075
17  40  4.92224e+06
17  41  4.00216e+06
17  42  0
17  43  1.52268e+06
17  44  8.88896e+06
17  45  0
17  46  5.72572e+06
17  47  3.04971e+06
17  48  2.63094e+06
17  49  5.19819e+06
17  50  9.84843e+06
17  51  7.27479e+06
17  52  1.23547e+07
17  53  9.18288e+06
17  54  1.17522e+07
17  55  6.35395e+06
17  56  8.08119e+06
17  57  5.39287e+06
17  58  6.79323e+06
17  59  6.44925e+06
17  60  1.08784e+07
17  61  1.07801e+07
17  62  6.74386e+06
17  63  1.30778e+07
17  64  1.11179e+07
17  65  1.51028e+06
17  66  1.18245e+07
17  67  7.2902e+06
17  68  4.61027e+06
17  69  5.44265e+06
17  70  4.24049e+06
17  71  578417
17  72  3.17417e+06
17  73  3.58946e+06
17  74  3.10774e+06
17  75  0
17  76  1.06043e+07
17  77  9.50684e+06
17  78  3.83559e+06
17  79  7.4394e+06
17  80  6.7778e+06
17  81  1.42286e+07
17  82  7.61277e+06
17  83  9.09578e+06
17  84  1.23957e+07
17  85  1.13474e+07
17  86  6.62781e+06
17  87  1.57055e+07
17  88  2.90857e+06
17  89  3.98659e+06
17  90  1.84235e+06
17  91  0
17  92  0
17  93  0
17  94  0
17  95  0
17  96  0
17  97  0
17  98  3.86296e+06
17  99  4.96297e+06
17  100  6.01152e+06
18  0  0
18  1  0
18  2  0
18  3  0
18  4  0
18  5  0
18  6  0
18  7  0
18  8  0
18  9  0
18  10  0
18  11  0
18  12  0
18  13  0
18  14  0
18  15  0
18  16  0
18  17  0
18  18  0
18  19  0
18  20  0
18  21  0
18  22  0
18  23  0
18  24  0
18  25  0
18  26  0
18  27  0
18  28  0
18  29  0
18  30  0
18  31  0
18  32  0
18  33  0
18  34  0
18  35  0
18  36  0
18  37  0
18  38  0
18  39  1.27143e+06
18  40  125073
18  41  0
18  42  0
18  43  0
18  44  1.92341e+06
18  45  0
18  46  980851
18  47  7.00118e+06
18  48  7.57707e+06
18  49  1.46924e+06
18  50  8.96776e+06
18  51  8.90365e+06
18  52  9.13443e+06
18  53  8.97818e+06
18  54  9.40153e+06
18  55  1.03629e+07
18  56  3.55312e+06
18  57  3.44793e+06
18  58  1.34907e+07
18  59  1.69243e+07
18  60  9.71e+06
18  61  1.18304e+07
18  62  1.15493e+07
18  63  1.12835e+07
18  64  9.47212e+06
18  65  1.03329e+07
18  66  9.49226e+06
18  67  7.37457e+06
18  68  7.22191e+06
18  69  2.14068e+06
18  70  3.95176e+06
18  71  5.17451e+06
18  72  2.71944e+06
18  73  4.47803e+06
18  74  1.07943e+07
18  75  6.79853e+06
18  76  7.2321e+06
18  77  1.92756e+06
18  78  1.05124e+07
18  79  7.08299e+06
18  80  6.43229e+06
18  81  6.94318e+06
18  82  9.9561e+06
18  83  9.08155e+06
18  84  1.39118e+07
18  85  1.12139e+07
18  86  1.09988e+07
18  87  1.44214e+07
18  88  4.5478e+06
18  89  2.71794e+06
18  90  2.5046e+06
18  91  371971
18  92  776416
18  93  0
18  94  0
18  95  0
18  96  0
18  97  1.32766e+06
18  98  2.5274e+06
18  99  8.75892e+06
18  100  3.85625e+06
19  0  0
19  1  0
19  2  0
19  3  0
19  4  0
19  5  0
19  6  0
19  7  0
19  8  0
19  9  0
19  10  0
19  11  0
19  12  0
19  13  0
19  14  0
19  15  0
19  16  0
19  17  0
19  18  0
19  19  0
19  20  0
19  21  0
19  22  0
19  23  0
19  24  0
19  25  0
19  26  0
19  27  0
19  28  0
19  29  0
19  30  0
19  31  0
19  32  0
19  33  0
19  34  0
19  35  0
19  36  0
19  37  0
19  38  0
19  39  3.54555e+06
19  40  3.55328e+06
19  41  0
19  42  1.11981e+06
19  43  0
19  44  5.25452e+06
19  45  0
19  46  0
19  47  5.48889e+06
19  48  802447
19  49  5.84515e+06
19  50  135006
19  51  1.0619e+07
19  52  8.81431e+06
19  53  5.20276e+06
19  54  1.14046e+07
19  55  1.26494e+07
19  56  7.02518e+06
19  57  6.89178e+06
19  58  8.28655e+06
19  59  1.82762e+07
19  60  1.23113e+07
19  61  5.25175e+06
19  62  1.02122e+07
19  63  5.67741e+06
19  64  5.90358e+06
19  65  1.37831e+07
19  66  4.41357e+06
19  67  7.96272e+06
19  68  4.28368e+06
19  69  6.78448e+06
19  70  1.18309e+07
19  71  1.64566e+06
19  72  7.44676e+06
19  73  2.70564e+06
19  74  1.96978e+06
19  75  9.77317e+06
19  76  456582
19  77  1.16609e+07
19  78  6.31247e+06
19  79  2.42612e+06
19  80  5.37886e+06
19  81  1.31274e+07
19  82  1.19285e+07
19  83  7.93681e+06
19  84  1.49932e+07
19  85  1.18653e+07
19  86  8.573e+06
19  87  7.52651e+06
19  88  5.67156e+06
19  89  4.39078e+06
19  90  447351
19  91  0
19  92  0
19  93  0
19  94  0
19  95  0
19  96  0
19  97  21726
19  98  4.43529e+06
19  99  1.25399e+07
19  100  8.66534e+06
20  0  0
20  1  0
20  2  0
20  3  0
20  4  0
20  5  0
20  6  0
20  7  0
20  8  0
20  9  0
20  10  0
20  11  0
20  12  0
20  13  0
20  14  0
20  15  0
20  16  0
20  17  0
20  18  0
20  19  0
20  20  0
20  21  0
20  22  0
20  23  0
20  24  0
20  25  0
20  26  0
20  27  0
20  28  0
20  29  0
20  30  0
20  31  0
20  32  0
20  33  0
20  34  0
20  35  0
20  36  0
20  37  0
20  38  0
20  39  0
20  40  0
20  41  0
20  42  0
20  43  0
20  44  0
20  45  0
20  46  0
20  47  0
20  48  1.34083e+06
20  49  730689
20  50  0
20  51  9.8244e+06
20  52  6.46069e+06
20  53  7.44655e+06
20  54  8.87683e+06
20  55  4.19405e+06
20  56  9.76136e+06
20  57  1.46801e+06
20  58  3.54146e+06
20  59  6.75868e+06
20  60  8.07501e+06
20  61  1.22378e+07
20  62  1.07602e+07
20  63  5.81645e+06
20  64  7.02653e+06
20  65  9.55332e+06
20  66  0
20  67  7.47591e+06
20  68  2.96993e+06
20  69  847702
20  70  6.60145e+06
20  71  5.22696e+06
20  72  7.35519e+06
20  73  1.26106e+07
20  74  5.55054e+06
20  75  8.01386e+06
20  76  1.11898e+07
20  77  7.1738e+06
20  78  6.13551e+06
20  79  3.30913e+06
20  80  1.00122e+07
20  81  7.88434e+06
20  82  1.51659e+07
20  83  1.29114e+07
20  84  1.24818e+07
20  85  1.30875e+07
20  86  6.70743e+06
20  87  0
20  88  2.97264e+06
20  89  3.9839e+06
20  90  2.23001e+06
20  91  0
20  92  0
20  93  4.66961e+06
20  94  0
20  95  0
20  96  0
20  97  0
20  98  5.91571e+06
20  99  6.24759e+06
20  100  6.6473e+06
21  0  0
21  1  0
21  2  0
21  3  0
21  4  0
21  5  0
21  6  0
21  7  0
21  8  0
21  9  0
21  10  0
21  11  0
21  12  0
21  13  0
21  14  0
21  15  0
21  16  0
21  17  0
21  18  0
21  19  0
21  20  0
21  21  0
21  22  0
21  23  0
21  24  0
21  25  0
21  26  0
21  27  0
21  28  0
21  29  0
21  30  0
21  31  0
21  32  0
21  33  0
21  34  0
21  35  0
21  36  0
21  37  0
21  38  0
21  39  0
21  40  0
21  41  0
21  42  0
21  43  778525
21  44  0
21  45  1.19464e+06
21  46  0
21  47  0
21  48  2.44142e+06
21  49  0
21  50  2.31674e+06
21  51  9.85115e+06
21  52  9.2625e+06
21  53  1.98967e+06
21  54  1.6061e+06
21  55  8.57166e+06
21  56  6.2783e+06
21  57  3.05127e+06
21  58  6.12685e+06
21  59  3.27898e+06
21  60  1.01668e+07
21  61  7.22258e+06
21  62  5.33645e+06
21  63  8.30217e+06
21  64  7.13942e+06
21  65  6.64719e+06
21  66  4.4977e+06
21  67  0
21  68  0
21  69  1.58738e+06
21  70  9.38295e+06
21  71  3.13725e+06
21  72  6.28132e+06
21  73  0
21  74  7.17333e+06
21  75  7.67068e+06
21  76  380381
21  77  510808
21  78  412700
21  79  0
21  80  3.37792e+06
21  81  1.06791e+07
21  82  1.93101e+07
21  83  1.13897e+07
21  84  1.42881e+07
21  85  8.36771e+06
21  86  6.55668e+06
21  87  5.89666e+06
21  88  8.9174e+06
21  89  3.9787e+06
21  90  0
21  91  0
21  92  0
21  93  0
21  94  2.94672e+06
21  95  0
21  96  0
21  97  0
21  98  2.87677e+06
21  99  1.19774e+07
21  100  5.32919e+06
22  0  0
22  1  0
22  2  0
22  3  0
22  4  0
22  5  0
22  6  0
22  7  0
22  8  0
22  9  0
22  10  0
22  11  0
22  12  0
22  13  0
22  14  0
22  15  0
22  16  0
22  17  0
22  18  0
22  19  0
22  20  0
22  21  0
22  22  0
22  23  0
22  24  0
22  25  0
22  26  0
22  27  0
22  28  0
22  29  0
22  30  0
22  31  0
22  32  0
22  33  0
22  34  0
22  35  0
22  36  0
22  37  0
22  38  0
22  39  0
22  40  0
22  41  0
22  42  0
22  43  0
22  44  0
22  45  0
22  46  0
22  47  0
22  48  553425
22  49  4.41406e+06
22  50  3.20752e+06
22  51  9.79604e+06
22  52  3.05101e+06
22  53  1.71863e+06
22  54  9.06642e+06
22  55  1.30507e+06
22  56  9.43541e+06
22  57  4.73012e+06
22  58  1.38907e+06
22  59  8.50333e+06
22  60  1.52883e+06
22  61  1.30483e+07
22  62  1.19623e+07
22  63  1.12574e+07
22  64  9.31634e+06
22  65  9.76468e+06
22  66  5.61578e+06
22  67  4.30844e+06
22  68  2.3955e+06
22  69  7.96229e+06
22  70  7.09125e+06
22  71  6.09559e+06
22  72  6.47229e+06
22  73  8.41622e+06
22  74  2.25578e+06
22  75  1.44344e+06
22  76  6.32624e+06
22  77  0
22  78  4.25277e+06
22  79  3.16523e+06
22  80  8.76397e+06
22  81  1.13091e+07
22  82  1.32328e+07
22  83  1.05718e+07
22  84  8.46505e+06
22  85  1.3595e+07
22  86  1.05312e+07
22  87  4.03599e+06
22  88  0
22  89  4.83633e+06
22  90  0
22  91  301954
22  92  2.49248e+06
22  93  0
22  94  0
22  95  0
22  96  0
22  97  3.63586e+06
22  98  1.02442e+07
22  99  6.91381e+06
22  100  8.88873e+06
23  0  0
23  1  0
23  2  0
23  3  0
23  4  0
23  5  0
23  6  0
23  7  0
23  8  0
23  9  0
23  10  0
23  11  0
23  12  0
23  13  0
23  14  0
23  15  0
23  16  0
23  17  0
23  18  0
23  19  0
23  20  0
23  21  0
23  22  0
23  23  0
23  24  0
23  25  0
23  26  0
23  27  0
23  28  0
23  29  0
23  30  0
23  31  0
23  32  0
23  33  0
23  34  0
23  35  0
23  36  0
23  37  0
23  38  0
23  39  0
23  40  0
23  41  0
23  42  0
23  43  0
23  44  0
23  45  537257
23  46  0
23  47  1.84073e+06
23  48  0
23  49  1.15831e+07
23  50  0
23  51  4.81972e+06
23  52  7.60565e+06
23  53  213193
23  54  0
23  55  2.7145e+06
23  56  0
23  57  5.57176e+06
23  58  2.31e+06
23  59  4.84425e+06
23  60  5.71923e+06
23  61  1.24258e+07
23  62  5.53826e+06
23  63  2.36343e+06
23  64  3.53986e+06
23  65  5.36507e+06
23  66  1.97613e+06
23  67  5.50046e+06
23  68  5.09555e+06
23  69  2.39632e+06
23  70  5.91752e+06
23  71  7.57005e+06
23  72  5.97223e+06
23  73  0
23  74  2.20826e+06
23  75  2.89275e+06
23  76  4.86858e+06
23  77  1.05121e+06
23  78  1.8896e+06
23  79  7.25684e+06
23  80  2.3194e+07
23  81  1.10684e+07
23  82  1.08454e+07
23  83  7.78367e+06
23  84  8.78605e+06
23  85  1.29644e+07
23  86  1.09081e+07
23  87  2.19926e+06
23  88  4.87009e+06
23  89  4.81435e+06
23  90  2.16875e+06
23  91  3.86831e+06
23  92  0
23  93  1.82967e+06
23  94  0
23  95  0
23  96  0
23  97  2.02497e+06
23  98  2.52419e+06
23  99  1.09776e+07
23  100  4.93778e+06
24  0  0
24  1  0
24  2  0
24  3  0
24  4  0
24  5  0
24  6  0
24  7  0
24  8  0
24  9  0
24  10  0
24  11  0
24  12  0
24  13  0
24  14  0
24  15  0
24  16  0
24  17  0
24  18  0
24  19  0
24  20  0
24  21  0
24  22  0
24  23  0
24  24  0
24  25  0
24  26  0
24  27  0
24  28  0
24  29  0
24  30  0
24  31  0
24  32  0
24  33  0
24  34  0
24  35  0
24  36  0
24  37  0
24  38  0
24  39  0
24  40  0
24  41  0
24  42  0
24  43  0
24  44  0
24  45  0
24  46  0
24  47  0
24  48  0
24  49  4.32306e+06
24  50  496712
24  51  5.7378e+06
24  52  1.11378e+06
24  53  3.59626e+06
24  54  4.36011e+06
24  55  2.84098e+06
24  56  115521
24  57  68249.5
24  58  0
24  59  8.07548e+06
24  60  6.17071e+06
24  61  1.5039e+07
24  62  1.79175e+06
24  63  6.06307e+06
24  64  760025
24  65  1.74629e+06
24  66  9.90261e+06
24  67  4.6315e+06
24  68  6.83158e+06
24  69  1.62251e+07
24  70  1.02832e+07
24  71  9.61897e+06
24  72  5.63213e+06
24  73  0
24  74  4.01274e+06
24  75  2.32292e+06
24  76  1.50643e+06
24  77  4.30086e+06
24  78  4.81479e+06
24  79  7.2744e+06
24  80  6.53719e+06
24  81  9.91874e+06
24  82  1.36708e+07
24  83  1.25249e+07
24  84  1.85809e+07
24  85  1.19719e+07
24  86  6.96255e+06
24  87  1.41832e+07
24  88  2.21969e+06
24  89  3.63505e+06
24  90  3.0701e+06
24  91  2.22119e+06
24  92  0
24  93  0
24  94  0
24  95  0
24  96  0
24  97  318048
24  98  8.83226e+06
24  99  1.60476e+07
24  100  8.75543e+06
25  0  0
25  1  0
25  2  0
25  3  0
25  4  0
25  5  0
25  6  0
25  7  0
25  8  0
25  9  0
25  10  0
25  11  0
25  12  0
25  13  0
25  14  0
25  15  0
25  16  0
25  17  0
25  18  0
25  19  0
25  20  0
25  21  0
25  22  0
25  23  0
25  24  0
25  25  0
25  26  0
25  27  0
25  28  0
25  29  0
25  30  0
25  31  0
25  32  0
25  33  0
25  34  0
25  35  0
25  36  0
25  37  0
25  38  0
25  39  0
25  40  0
25  41  0
25  42  0
25  43  0
25  44  0
25  45  0
25  46  0
25  47  0
25  48  0
25  49  0
25  50  0
25  51  460535
25  52  1.94275e+06
25  53  0
25  54  3.6939e+06
25  55  142108
25  56  989309
25  57  3.32096e+06
25  58  3.1119e+06
25  59  4.51419e+06
25  60  0
25  61  6.54137e+06
25  62  7.15982e+06
25  63  210733
25  64  3.31149e+06
25  65  9.77198e+06
25  66  4.09152e+06
25  67  4.34854e+06
25  68  2.31809e+06
25  69  5.80128e+06
25  70  4.25627e+06
25  71  0
25  72  7.61461e+06
25  73  1.1177e+07
25  74  3.73485e+06
25  75  5.82265e+06
25  76  6.91129e+06
25  77  5.50835e+06
25  78  1.93596e+06
25  79  5.17109e+06
25  80  1.07821e+07
25  81  1.14087e+07
25  82  8.58139e+06
25  83  7.45806e+06
25  84  1.6438e+07
25  85  1.13216e+07
25  86  3.71114e+06
25  87  8.87789e+06
25  88  9.03715e+06
25  89  6.7482e+06
25  90  4.79892e+06
25  91  2.98988e+06
25  92  0
25  93  0
25  94  0
25  95  0
25  96  0
25  97  7.74444e+06
25  98  2.50625e+06
25  99  1.52962e+07
25  100  1.05837e+07
26  0  0
26  1  0
26  2  0
26  3  0
26  4  0
26  5  0
26  6  0
26  7  0
26  8  0
26  9  0
26  10  0
26  11  0
26  12  0
26  13  0
26  14  0
26  15  0
26  16  0
26  17  0
26  18  0
26  19  0
26  20  0
26  21  0
26  22  0
26  23  0
26  24  0
26  25  0
26  26  0
26  27  0
26  28  0
26  29  0
26  30  0
26  31  0
26  32  0
26  33  0
26  34  0
26  35  0
26  36  0
26  37  0
26  38  0
26  39  0
26  40  0
26  41  0
26  42  0
26  43  0
26  44  0
26  45  0
26  46  0
26  47  0
26  48  0
26  49  0
26  50  0
26  51  2.038e+06
26  52  0
26  53  4.23213e+06
26  54  0
26  55  2.65608e+06
26  56  1.67432e+06
26  57  146858
26  58  0
26  59  6.9895e+06
26  60  1.05472e+07
26  61  9.25422e+06
26  62  7.20157e+06
26  63  6.88205e+06
26  64  8.16573e+06
26  65  6.50971e+06
26  66  1.82904e+06
26  67  8.33611e+06
26  68  6.43261e+06
26  69  1.18731e+07
26  70  1.16742e+07
26  71  7.51325e+06
26  72  6.64587e+06
26  73  0
26  74  0
26  75  0
26  76  0
26  77  3.16764e+06
26  78  1.03546e+07
26  79  5.69048e+06
26  80  6.71933e+06
26  81  8.44042e+06
26  82  5.75827e+06
26  83  5.6223e+06
26  84  1.4024e+07
26  85  1.14138e+07
26  86  3.96807e+06
26  87  3.93849e+06
26  88  13052.4
26  89  2.72796e+06
26  90  9.58172e+06
26  91  1.31166e+06
26  92  1.04769e+06
26  93  0
26  94  0
26  95  0
26  96  0
26  97  3.02156e+06
26  98  9.70531e+06
26  99  1.03362e+07
26  100  1.11359e+07
27  0  0
27  1  0
27  2  0
27  3  0
27  4  0
27  5  0
27  6  0
27  7  0
27  8  0
27  9  0
27  10  0
27  11  0
27  12  0
27  13  0
27  14  0
27  15  0
27  16  0
27  17  0
27  18  0
27  19  0
27  20  0
27  21  0
27  22  0
27  23  0
27  24  0
27  25  0
27  26  0
27  27  0
27  28  0
27  29  0
27  30  0
27  31  0
27  32  0
27  33  0
27  34  0
27  35  0
27  36  0
27  37  0
27  38  0
27  39  0
27  40  0
27  41  0
27  42  0
27  43  0
27  44  0
27  45  0
27  46  0
27  47  0
27  48  0
27  49  0
27  50  0
27  51  0
27  52  1.99165e+06
27  53  0
27  54  2.33494e+06
27  55  0
27  56  0
27  57  1.40229e+06
27  58  0
27  59  0
27  60  5.68885e+06
27  61  1.16685e+07
27  62  4.11484e+06
27  63  7.829e+06
27  64  1.20514e+07
27  65  3.52937e+06
27  66  3.11281e+06
27  67  8.26221e+06
27  68  6.00513e+06
27  69  1.11553e+07
27  70  1.09506e+07
27  71  9.85063e+06
27  72  8.40085e+06
27  73  8.28782e+06
27  74  4.81877e+06
27  75  1.7268e+06
27  76  1.38427e+06
27  77  7.58127e+06
27  78  2.27613e+06
27  79  5.48954e+06
27  80  1.53702e+07
27  81  2.00714e+07
27  82  6.82993e+06
27  83  8.48673e+06
27  84  9.22859e+06
27  85  6.49342e+06
27  86  1.20632e+07
27  87  8.04971e+06
27  88  5.17311e+06
27  89  0
27  90  1.13552e+07
27  91  0
27  92  0
27  93  0
27  94  0
27  95  0
27  96  0
27  97  216282
27  98  1.45282e+07
27  99  9.40337e+06
27  100  1.19169e+07
28  0  0
28  1  0
28  2  0
28  3  0
28  4  0
28  5  0
28  6  0
28  7  0
28  8  0
28  9  0
28  10  0
28  11  0
28  12  0
28  13  0
28  14  0
28  15  0
28  16  0
28  17  0
28  18  0
28  19  0
28  20  0
28  21  0
28  22  0
28  23  0
28  24  0
28  25  0
28  26  0
28  27  0
28  28  0
28  29  0
28  30  0
28  31  0
28  32  0
28  33  0
28  34  0
28  35  0
28  36  0
28  37  0
28  38  0
28  39  0
28  40  0
28  41  0
28  42  0
28  43  0
28  44  0
28  45  0
28  46  0
28  47  0
28  48  0
28  49  0
28  50  0
28  51  0
28  52  0
28  53  0
28  54  0
28  55  0
28  56  0
28  57  0
28  58  0
28  59  6.62509e+06
28  60  1.35829e+06
28  61  3.5861e+06
28  62  7.4559e+06
28  63  856059
28  64  4.92539e+06
28  65  5.24398e+06
28  66  8.55528e+06
28  67  6.0953e+06
28  68  4.50847e+06
28  69  5.33703e+06
28  70  8.07819e+06
28  71  521141
28  72  9.33839e+06
28  73  7.68813e+06
28  74  7.13257e+06
28  75  0
28  76  2.47069e+06
28  77  4.14997e+06
28  78  2.27135e+06
28  79  3.26911e+06
28  80  1.09257e+07
28  81  4.43253e+06
28  82  8.67444e+06
28  83  1.36509e+07
28  84  1.31169e+07
28  85  1.5645e+06
28  86  8.67671e+06
28  87  9.33078e+06
28  88  4.79705e+06
28  89  5.80447e+06
28  90  655278
28  91  0
28  92  906148
28  93  0
28  94  544032
28  95  0
28  96  0
28  97  0
28  98  1.25403e+07
28  99  1.93599e+07
28  100  1.43828e+07
29  0  0
29  1  0
29  2  0
29  3  0
29  4  0
29  5  0
29  6  0
29  7  0
29  8  0
29  9  0
29  10  0
29  11  0
29  12  0
29  13  0
29  14  0
29  15  0
29  16  0
29  17  0
29  18  0
29  19  0
29  20  0
29  21  0
29  22  0
29  23  0
29  24  0
29  25  0
29  26  0
29  27  0
29  28  0
29  29  0
29  30  0
29  31  0
29  32  0
29  33  0
29  34  0
29  35  0
29  36  0
29  37  0
29  38  0
29  39  0
29  40  0
29  41  0
29  42  0
29  43  0
29  44  0
29  45  0
29  46  0
29  47  0
29  48  0
29  49  0
29  50  0
29  51  0
29  52  0
29  53  0
29  54  0
29  55  0
29  56  0
29  57  0
29  58  0
29  59  4.83894e+06
29  60  0
29  61  0
29  62  3.10888e+06
29  63  5.37579e+06
29  64  4.65473e+06
29  65  4.36679e+06
29  66  1.74779e+07
29  67  9.59391e+06
29  68  4.50009e+06
29  69  9.06635e+06
29  70  9.53888e+06
29  71  8.50831e+06
29  72  7.02263e+06
29  73  539473
29  74  857146
29  75  478943
29  76  2.59001e+06
29  77  0
29  78  7.70636e+06
29  79  6.29225e+06
29  80  7.36821e+06
29  81  8.84457e+06
29  82  3.89419e+06
29  83  8.64492e+06
29  84  1.9354e+07
29  85  7.51921e+06
29  86  7.85137e+06
29  87  5.08803e+06
29  88  2.10019e+07
29  89  8.58584e+06
29  90  121249
29  91  0
29  92  0
29  93  0
29  94  0
29  95  51457.9
29  96  0
29  97  0
29  98  1.45713e+07
29  99  1.06106e+07
29  100  9.81892e+06
30  0  0
30  1  0
30  2  0
30  3  0
30  4  0
30  5  0
30  6  0
30  7  0
30  8  0
30  9  0
30  10  0
30  11  0
30  12  0
30  13  0
30  14  0
30  15  0
30  16  0
30  17  0
30  18  0
30  19  0
30  20  0
30  21  0
30  22  0
30  23  0
30  24  0
30  25  0
30  26  0
30  27  0
30  28  0
30  29  0
30  30  0
30  31  0
30  32  0
30  33  0
30  34  0
30  35  0
30  36  0
30  37  0
30  38  0
30  39  0
30  40  0
30  41  0
30  42  0
30  43  0
30  44  0
30  45  0
30  46  0
30  47  0
30  48  0
30  49  0
30  50  0
30  51  0
30  52  0
30  53  0
30  54  0
30  55  0
30  56  0
30  57  0
30  58  0
30  59  0
30  60  3.31226e+06
30  61  2575.24
30  62  9.06674e+06
30  63  0
30  64  3.2434e+06
30  65  7.10929e+06
30  66  1.19906e+07
30  67  8.19283e+06
30  68  7.42619e+06
30  69  1.36059e+07
30  70  1.00471e+07
30  71  1.62158e+07
30  72  3.87999e+06
30  73  3.76776e+06
30  74  6.73831e+06
30  75  62370
30  76  0
30  77  4.37244e+06
30  78  7.2442e+06
30  79  1.37331e+07
30  80  1.5009e+07
30  81  1.30355e+07
30  82  5.35177e+06
30  83  7.29007e+06
30  84  1.52461e+07
30  85  6.38518e+06
30  86  7.9923e+06
30  87  8.72274e+06
30  88  1.15107e+07
30  89  3.00229e+06
30  90  1.3977e+06
30  91  1.65151e+06
30  92  356651
30  93  1.31266e+06
30  94  0
30  95  0
30  96  0
30  97  4.60783e+06
30  98  510325
30  99  2.65956e+06
30  100  6.633e+06
31  0  0
31  1  0
31  2  0
31  3  0
31  4  0
31  5  0
31  6  0
31  7  0
31  8  0
31  9  0
31  10  0
31  11  0
31  12  0
31  13  0
31  14  0
31  15  0
31  16  0
31  17  0
31  18  0
31  19  0
31  20  0
31  21  0
31  22  0
31  23  0
31  24  0
31  25  0
31  26  0
31  27  0
31  28  0
31  29  0
31  30  0
31  31  0
31  32  0
31  33  0
31  34  0
31  35  0
