row  column  (images_10_7176.edf S_K*images_10_7176.edf Ar_K**2.3)
5  32  1.93e+07
5  33  1.85532e+07
5  34  1.63903e+07
5  35  2.33982e+07
5  36  2.10808e+07
5  37  2.6982e+07
5  38  2.09581e+07
5  39  1.77213e+07
5  40  1.52089e+07
5  41  2.72693e+07
5  42  1.45128e+07
5  43  1.55543e+07
5  44  1.87012e+07
5  45  1.10269e+07
5  46  1.42528e+07
5  47  2.37025e+07
5  48  2.17339e+07
5  49  2.07473e+07
5  50  3.08139e+07
5  51  1.90878e+07
5  52  1.69916e+07
5  53  2.62905e+07
5  54  2.33048e+07
5  55  2.91498e+07
5  56  2.73834e+07
5  57  1.81632e+07
5  58  2.1108e+07
5  59  2.78117e+07
5  60  1.59929e+07
5  61  1.86701e+07
5  62  1.41363e+07
5  63  2.80067e+07
5  64  2.58253e+07
5  65  2.16341e+07
5  66  3.21689e+07
5  67  2.63426e+07
5  68  2.06405e+07
5  69  2.61826e+07
5  70  2.1746e+07
5  71  2.20965e+07
5  72  1.73254e+07
5  73  1.61483e+07
5  74  1.76054e+07
5  75  2.45407e+07
5  76  1.51911e+07
5  77  2.61355e+07
5  78  1.83792e+07
5  79  2.63325e+07
5  80  2.20133e+07
5  81  2.933e+07
5  82  3.22739e+07
5  83  2.20957e+07
5  84  2.70014e+07
5  85  2.77783e+07
5  86  3.96325e+07
5  87  2.30725e+07
5  88  3.48382e+07
5  89  2.58083e+07
5  90  1.98199e+07
5  91  1.68104e+07
5  92  2.70377e+07
5  93  2.39777e+07
5  94  2.5177e+07
5  95  2.50882e+07
5  96  1.87492e+07
5  97  2.46272e+07
5  98  3.26616e+07
5  99  3.34429e+07
5  100  3.68341e+07
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  0
6  14  0
6  15  0
6  16  0
6  17  0
6  18  0
6  19  0
6  20  0
6  21  0
6  22  0
6  23  0
6  24  0
6  25  0
6  26  0
6  27  0
6  28  0
6  29  3.57575e+06
6  30  1.38959e+07
6  31  1.84011e+07
6  32  2.05106e+07
6  33  2.07924e+07
6  34  1.11851e+07
6  35  1.53755e+07
6  36  2.0658e+07
6  37  2.64938e+07
6  38  2.14983e+07
6  39  1.38818e+07
6  40  1.33037e+07
6  41  1.93975e+07
6  42  2.5762e+07
6  43  1.96956e+07
6  44  1.15491e+07
6  45  1.70943e+07
6  46  2.23983e+07
6  47  1.93627e+07
6  48  1.47632e+07
6  49  2.21536e+07
6  50  2.03283e+07
6  51  2.3589e+07
6  52  2.98547e+07
6  53  2.32701e+07
6  54  2.5522e+07
6  55  2.56775e+07
6  56  2.22753e+07
6  57  2.74916e+07
6  58  1.57482e+07
6  59  1.51028e+07
6  60  2.5963e+07
6  61  1.43563e+07
6  62  2.59306e+07
6  63  2.32112e+07
6  64  2.56697e+07
6  65  1.96414e+07
6  66  2.17313e+07
6  67  9.19608e+06
6  68  1.38654e+07
6  69  2.2886e+07
6  70  2.20753e+07
6  71  1.81947e+07
6  72  2.09191e+07
6  73  2.55244e+07
6  74  1.97415e+07
6  75  2.26374e+07
6  76  2.56467e+07
6  77  1.86303e+07
6  78  2.05223e+07
6  79  2.61411e+07
6  80  2.37262e+07
6  81  3.8104e+07
6  82  3.62867e+07
6  83  2.63816e+07
6  84  2.04901e+07
6  85  1.67931e+07
6  86  2.68291e+07
6  87  2.96205e+07
6  88  3.43776e+07
6  89  3.56267e+07
6  90  1.63569e+07
6  91  3.34927e+07
6  92  3.00986e+07
6  93  2.62759e+07
6  94  3.86073e+07
6  95  2.83253e+07
6  96  3.31274e+07
6  97  2.07105e+07
6  98  3.52317e+07
6  99  2.37468e+07
6  100  3.43562e+07
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  0
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  0
7  16  0
7  17  0
7  18  0
7  19  0
7  20  0
7  21  0
7  22  0
7  23  0
7  24  0
7  25  0
7  26  0
7  27  0
7  28  0
7  29  2.41042e+06
7  30  5.14678e+06
7  31  1.50237e+07
7  32  9.16289e+06
7  33  1.63778e+07
7  34  2.4374e+07
7  35  1.06423e+07
7  36  2.20297e+07
7  37  2.38406e+07
7  38  1.28656e+07
7  39  1.73239e+07
7  40  2.21899e+07
7  41  1.34931e+07
7  42  1.723e+07
7  43  6.41793e+06
7  44  1.91368e+07
7  45  1.83266e+07
7  46  1.08436e+07
7  47  1.58014e+07
7  48  3.316e+07
7  49  2.38198e+07
7  50  2.52032e+07
7  51  2.65274e+07
7  52  2.54837e+07
7  53  2.37136e+07
7  54  2.18961e+07
7  55  3.39065e+07
7  56  1.55539e+07
7  57  1.93148e+07
7  58  2.55543e+07
7  59  2.47069e+07
7  60  2.59486e+07
7  61  1.82872e+07
7  62  2.42132e+07
7  63  2.09626e+07
7  64  2.58834e+07
7  65  2.14861e+07
7  66  1.7469e+07
7  67  1.54452e+07
7  68  1.6697e+07
7  69  1.28788e+07
7  70  1.72812e+07
7  71  2.34495e+07
7  72  2.16145e+07
7  73  2.4219e+07
7  74  2.42133e+07
7  75  1.17196e+07
7  76  1.97185e+07
7  77  2.0891e+07
7  78  2.84517e+07
7  79  2.84091e+07
7  80  3.29393e+07
7  81  3.14062e+07
7  82  2.91363e+07
7  83  2.36035e+07
7  84  2.74344e+07
7  85  2.3124e+07
7  86  3.57274e+07
7  87  3.37054e+07
7  88  2.73301e+07
7  89  2.80261e+07
7  90  2.69227e+07
7  91  3.42078e+07
7  92  3.68646e+07
7  93  2.12712e+07
7  94  1.94794e+07
7  95  1.74806e+07
7  96  2.94748e+07
7  97  2.44346e+07
7  98  2.51714e+07
7  99  4.23346e+07
7  100  5.25823e+07
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  0
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  0
8  13  0
8  14  0
8  15  0
8  16  0
8  17  0
8  18  0
8  19  0
8  20  0
8  21  0
8  22  0
8  23  0
8  24  0
8  25  0
8  26  0
8  27  0
8  28  0
8  29  3.47187e+06
8  30  3.89881e+06
8  31  1.09167e+07
8  32  5.14157e+06
8  33  1.6524e+07
8  34  1.90647e+07
8  35  1.05572e+07
8  36  1.98788e+07
8  37  2.25152e+07
8  38  2.22636e+07
8  39  1.88539e+07
8  40  2.55588e+07
8  41  1.71035e+07
8  42  1.64337e+07
8  43  1.24939e+07
8  44  1.31022e+07
8  45  1.67312e+07
8  46  1.5274e+07
8  47  2.20995e+07
8  48  2.28603e+07
8  49  1.54007e+07
8  50  2.36813e+07
8  51  2.33579e+07
8  52  2.18239e+07
8  53  2.993e+07
8  54  3.81775e+07
8  55  2.15021e+07
8  56  3.40779e+07
8  57  1.94186e+07
8  58  1.4923e+07
8  59  2.18935e+07
8  60  2.04833e+07
8  61  1.56748e+07
8  62  2.75555e+07
8  63  2.52376e+07
8  64  2.86812e+07
8  65  2.65655e+07
8  66  2.11455e+07
8  67  1.99949e+07
8  68  2.61918e+07
8  69  1.79404e+07
8  70  2.06081e+07
8  71  1.8663e+07
8  72  2.44895e+07
8  73  2.52145e+07
8  74  2.43206e+07
8  75  2.00493e+07
8  76  2.18459e+07
8  77  2.33455e+07
8  78  1.72019e+07
8  79  2.9285e+07
8  80  3.02024e+07
8  81  3.17922e+07
8  82  3.12183e+07
8  83  3.22366e+07
8  84  3.28751e+07
8  85  2.68873e+07
8  86  2.83291e+07
8  87  3.0817e+07
8  88  2.69955e+07
8  89  4.10596e+07
8  90  2.62483e+07
8  91  2.21548e+07
8  92  3.10366e+07
8  93  2.64628e+07
8  94  3.56615e+07
8  95  1.75427e+07
8  96  1.24271e+07
8  97  2.30265e+07
8  98  3.07863e+07
8  99  4.04829e+07
8  100  3.92642e+07
9  0  0
9  1  0
9  2  0
9  3  0
9  4  0
9  5  0
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  0
9  12  0
9  13  0
9  14  0
9  15  0
9  16  0
9  17  0
9  18  0
9  19  0
9  20  0
9  21  0
9  22  0
9  23  0
9  24  0
9  25  0
9  26  0
9  27  0
9  28  0
9  29  0
9  30  4.65794e+06
9  31  0
9  32  9.94725e+06
9  33  1.96303e+07
9  34  1.82584e+07
9  35  9.5041e+06
9  36  1.86524e+07
9  37  2.52327e+07
9  38  2.57751e+07
9  39  1.09409e+07
9  40  2.42203e+07
9  41  1.93728e+07
9  42  2.76304e+07
9  43  1.86921e+07
9  44  1.85376e+07
9  45  1.85251e+07
9  46  1.05843e+07
9  47  2.17546e+07
9  48  2.0207e+07
9  49  2.18369e+07
9  50  2.21431e+07
9  51  2.94532e+07
9  52  2.11513e+07
9  53  2.35233e+07
9  54  3.47969e+07
9  55  3.83557e+07
9  56  2.13203e+07
9  57  3.08307e+07
9  58  2.3276e+07
9  59  8.48303e+06
9  60  2.61433e+07
9  61  1.5003e+07
9  62  1.51521e+07
9  63  2.00102e+07
9  64  3.03492e+07
9  65  2.75938e+07
9  66  2.22296e+07
9  67  1.45663e+07
9  68  1.85648e+07
9  69  1.71812e+07
9  70  1.48058e+07
9  71  2.81751e+07
9  72  1.88762e+07
9  73  2.1657e+07
9  74  2.21735e+07
9  75  2.51943e+07
9  76  2.38334e+07
9  77  2.65359e+07
9  78  2.85288e+07
9  79  3.26444e+07
9  80  3.5954e+07
9  81  3.28377e+07
9  82  2.93599e+07
9  83  2.9331e+07
9  84  3.47723e+07
9  85  2.78367e+07
9  86  4.31697e+07
9  87  2.76637e+07
9  88  2.34024e+07
9  89  1.815e+07
9  90  3.49073e+07
9  91  2.73434e+07
9  92  3.33298e+07
9  93  3.0604e+07
9  94  3.51789e+07
9  95  1.87496e+07
9  96  2.0416e+07
9  97  2.28034e+07
9  98  3.5172e+07
9  99  3.34744e+07
9  100  4.15349e+07
10  0  0
10  1  0
10  2  0
10  3  0
10  4  0
10  5  0
10  6  0
10  7  0
10  8  0
10  9  0
10  10  0
10  11  0
10  12  0
10  13  0
10  14  0
10  15  0
10  16  0
10  17  0
10  18  0
10  19  0
10  20  0
10  21  0
10  22  0
10  23  0
10  24  0
10  25  0
10  26  0
10  27  0
10  28  0
10  29  5.40713e+06
10  30  0
10  31  1.06646e+07
10  32  1.17386e+07
10  33  1.28354e+07
10  34  1.39356e+07
10  35  1.22771e+07
10  36  1.85081e+07
10  37  2.63945e+07
10  38  1.73099e+07
10  39  2.10567e+07
10  40  1.92958e+07
10  41  1.36412e+07
10  42  1.50065e+07
10  43  1.23891e+07
10  44  1.68709e+07
10  45  1.052e+07
10  46  1.45909e+07
10  47  2.73215e+07
10  48  2.94818e+07
10  49  2.42677e+07
10  50  1.44389e+07
10  51  2.66275e+07
10  52  2.66196e+07
10  53  2.27611e+07
10  54  2.15552e+07
10  55  3.24661e+07
10  56  1.77399e+07
10  57  1.92387e+07
10  58  1.81218e+07
10  59  1.60869e+07
10  60  1.15329e+07
10  61  1.78141e+07
10  62  2.32122e+07
10  63  2.04272e+07
10  64  1.94007e+07
10  65  2.14868e+07
10  66  2.89767e+07
10  67  1.51793e+07
10  68  1.67585e+07
10  69  8.00368e+06
10  70  2.72944e+07
10  71  1.78216e+07
10  72  2.1247e+07
10  73  2.57951e+07
10  74  2.14704e+07
10  75  2.55797e+07
10  76  1.95105e+07
10  77  3.26733e+07
10  78  2.81235e+07
10  79  2.38759e+07
10  80  2.50936e+07
10  81  3.61725e+07
10  82  3.34078e+07
10  83  2.95038e+07
10  84  2.72538e+07
10  85  2.86908e+07
10  86  3.66032e+07
10  87  3.5328e+07
10  88  2.29438e+07
10  89  2.1518e+07
10  90  2.45308e+07
10  91  2.47274e+07
10  92  3.20829e+07
10  93  2.76337e+07
10  94  2.30553e+07
10  95  1.1117e+07
10  96  2.39479e+07
10  97  3.05615e+07
10  98  2.08904e+07
10  99  3.72312e+07
10  100  4.16208e+07
11  0  0
11  1  0
11  2  0
11  3  0
11  4  0
11  5  0
11  6  0
11  7  0
11  8  0
11  9  0
11  10  0
11  11  0
11  12  0
11  13  0
11  14  0
11  15  0
11  16  0
11  17  0
11  18  0
11  19  0
11  20  0
11  21  0
11  22  0
11  23  0
11  24  0
11  25  0
11  26  0
11  27  0
11  28  0
11  29  3.29899e+06
11  30  0
11  31  7.63611e+06
11  32  3.27985e+06
11  33  7.17737e+06
11  34  4.06747e+06
11  35  5.72888e+06
11  36  2.35146e+07
11  37  2.19458e+07
11  38  1.90292e+07
11  39  1.69533e+07
11  40  2.154e+07
11  41  1.80039e+07
11  42  2.08113e+07
11  43  1.60811e+07
11  44  1.0425e+07
11  45  1.1303e+07
11  46  1.78302e+07
11  47  2.31321e+07
11  48  1.13317e+07
11  49  1.72931e+07
11  50  2.68178e+07
11  51  3.22302e+07
11  52  2.69828e+07
11  53  3.33746e+07
11  54  2.69312e+07
11  55  3.1188e+07
11  56  2.0006e+07
11  57  2.6023e+07
11  58  1.29815e+07
11  59  2.49875e+07
11  60  3.12999e+07
11  61  2.64204e+07
11  62  2.49558e+07
11  63  2.47084e+07
11  64  1.53384e+07
11  65  2.01276e+07
11  66  1.8449e+07
11  67  3.12703e+07
11  68  1.67873e+07
11  69  1.19466e+07
11  70  2.25832e+07
11  71  2.72694e+07
11  72  1.40822e+07
11  73  2.83344e+07
11  74  2.95668e+07
11  75  2.50969e+07
11  76  1.94941e+07
11  77  2.10082e+07
11  78  1.69498e+07
11  79  3.4063e+07
11  80  2.48839e+07
11  81  3.45662e+07
11  82  2.85164e+07
11  83  3.7425e+07
11  84  3.25964e+07
11  85  3.80009e+07
11  86  3.59432e+07
11  87  3.25092e+07
11  88  2.63609e+07
11  89  2.36627e+07
11  90  1.65273e+07
11  91  2.71873e+07
11  92  2.22242e+07
11  93  4.00566e+07
11  94  1.78669e+07
11  95  1.57189e+07
11  96  1.46414e+07
11  97  3.91534e+07
11  98  3.70433e+07
11  99  3.81474e+07
11  100  4.4385e+07
12  0  0
12  1  0
12  2  0
12  3  0
12  4  0
12  5  0
12  6  0
12  7  0
12  8  0
12  9  0
12  10  0
12  11  0
12  12  0
12  13  0
12  14  0
12  15  0
12  16  0
12  17  0
12  18  0
12  19  0
12  20  0
12  21  0
12  22  0
12  23  0
12  24  0
12  25  0
12  26  0
12  27  0
12  28  0
12  29  0
12  30  0
12  31  7.46778e+06
12  32  7.86197e+06
12  33  8.64265e+06
12  34  3.80498e+06
12  35  1.20034e+07
12  36  1.14016e+07
12  37  2.19516e+07
12  38  1.66525e+07
12  39  2.21238e+07
12  40  2.0931e+07
12  41  1.15375e+07
12  42  1.32135e+07
12  43  1.59774e+07
12  44  1.19603e+07
12  45  1.84665e+07
12  46  1.87526e+07
12  47  1.96964e+07
12  48  1.87308e+07
12  49  1.86492e+07
12  50  3.08679e+07
12  51  2.84145e+07
12  52  2.47746e+07
12  53  3.11483e+07
12  54  3.2828e+07
12  55  2.93349e+07
12  56  2.44062e+07
12  57  1.27357e+07
12  58  1.92163e+07
12  59  1.95612e+07
12  60  2.53198e+07
12  61  1.9742e+07
12  62  2.99403e+07
12  63  1.48863e+07
12  64  2.73677e+07
12  65  1.85573e+07
12  66  2.50339e+07
12  67  1.1785e+07
12  68  1.95411e+07
12  69  9.24403e+06
12  70  2.19343e+07
12  71  2.61115e+07
12  72  1.53416e+07
12  73  1.7883e+07
12  74  8.94783e+06
12  75  2.18668e+07
12  76  2.84054e+07
12  77  3.13198e+07
12  78  2.52753e+07
12  79  3.18535e+07
12  80  2.64194e+07
12  81  2.58996e+07
12  82  4.10333e+07
12  83  1.89628e+07
12  84  3.66611e+07
12  85  2.08208e+07
12  86  3.95636e+07
12  87  3.719e+07
12  88  2.71703e+07
12  89  1.76415e+07
12  90  1.68898e+07
12  91  2.16446e+07
12  92  3.32732e+07
12  93  3.26583e+07
12  94  1.37362e+07
12  95  1.59764e+07
12  96  1.4086e+07
12  97  3.32518e+07
12  98  4.95364e+07
12  99  3.08292e+07
12  100  2.7642e+07
13  0  0
13  1  0
13  2  0
13  3  0
13  4  0
13  5  0
13  6  0
13  7  0
13  8  0
13  9  0
13  10  0
13  11  0
13  12  0
13  13  0
13  14  0
13  15  0
13  16  0
13  17  0
13  18  0
13  19  0
13  20  0
13  21  0
13  22  0
13  23  0
13  24  0
13  25  0
13  26  0
13  27  0
13  28  0
13  29  0
13  30  0
13  31  0
13  32  5.81907e+06
13  33  0
13  34  0
13  35  1.95459e+06
13  36  6.25315e+06
13  37  1.66191e+07
13  38  1.9983e+07
13  39  1.73635e+07
13  40  1.55676e+07
13  41  1.71294e+07
13  42  1.73147e+07
13  43  1.70165e+07
13  44  2.36232e+07
13  45  1.80305e+07
13  46  1.2363e+07
13  47  2.70864e+07
13  48  2.42677e+07
13  49  1.53649e+07
13  50  2.26567e+07
